"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"29087","0","10","70","0","2023","4","",181,1341,1350,1345,16065271,1250168,12596,919,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-2.7,52,4.0,39,3.0,12,0.9,731741,4.8,-230077,-15.5,-5826,-31.6,19,2.1
"29087","1","10","71","0","2023","4","",8,29,28,31,445015,0,0,1167,"",8.61,1.13,1.08,1.20,1.09,0.00,0.00,0.96,"",0,0.0,1,3.6,0,0.0,0,0.0,3918,0.9,0,0.0,0,0.0,-3,-0.3
"29087","2","10","71","0","2023","4","",5,26,26,25,277438,0,0,831,"",4.58,0.63,0.63,0.61,0.54,0.00,0.00,0.87,"",0,0.0,1,4.0,3,13.0,0,0.0,25256,10.0,0,0.0,0,0.0,34,4.3
"29087","3","10","71","0","2023","4","",20,266,269,280,2329808,37239,230,660,"",7.71,2.09,2.09,2.19,1.76,1.37,3.24,0.83,"",0,0.0,6,2.3,-4,-1.5,3,1.1,150586,6.9,5977,19.1,-45,-16.4,39,6.3
"29087","5","10","71","0","2023","4","",148,1020,1027,1009,13013010,1212929,12366,983,"",0.84,0.89,0.89,0.88,0.94,1.00,0.99,1.06,"",-5,-3.3,44,4.5,40,4.1,9,0.9,551981,4.4,-236054,-16.3,-5781,-31.9,12,1.2
"29089","0","10","70","0","2023","4","",236,2408,2418,2411,28266353,1872778,15255,901,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.7,-46,-1.9,-31,-1.3,-3,-0.1,1763842,6.7,-210943,-10.1,1176,8.4,65,7.8
"29089","1","10","71","0","2023","4","",10,35,40,41,582945,0,0,1160,"",8.25,0.76,0.86,0.89,0.81,0.00,0.00,0.97,"",1,11.1,-1,-2.8,3,8.1,6,17.1,89113,18.0,0,0.0,0,0.0,105,10.0
"29089","2","10","71","0","2023","4","",5,24,24,24,290290,0,0,930,"",3.51,0.32,0.32,0.32,0.32,0.00,0.00,1.00,"",0,0.0,1,4.3,1,4.3,-3,-11.1,30300,11.7,0,0.0,0,0.0,108,13.1
"29089","3","10","71","0","2023","4","",28,433,436,437,3695663,121066,729,653,"",8.28,1.89,1.89,1.90,1.59,2.98,8.47,0.84,"",0,0.0,3,0.7,-6,-1.4,-14,-3.1,121851,3.4,-52005,-30.0,329,82.2,30,4.8
"29089","5","10","71","0","2023","4","",193,1916,1918,1909,23697455,1751712,14526,952,"",0.84,0.93,0.93,0.93,0.97,0.97,0.96,1.05,"",3,1.6,-49,-2.5,-29,-1.5,8,0.4,1522578,6.9,-158938,-8.3,847,6.2,72,8.2
"29091","0","10","70","0","2023","4","",1410,15607,15629,15610,170556295,14292628,132237,840,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",43,3.1,235,1.5,210,1.4,182,1.2,6147088,3.7,-1618809,-10.2,-11923,-8.3,19,2.3
"29091","1","10","71","0","2023","4","",16,142,146,151,2542280,0,0,1336,"",2.21,0.47,0.49,0.50,0.58,0.00,0.00,1.20,"",0,0.0,11,8.4,17,13.2,19,14.4,377413,17.4,0,0.0,0,0.0,62,4.9
"29091","2","10","71","0","2023","4","",15,359,364,364,4905301,0,0,1041,"",1.76,0.75,0.76,0.76,0.91,0.00,0.00,1.20,"",0,0.0,6,1.7,12,3.4,14,4.0,540535,12.4,0,0.0,0,0.0,86,9.0
"29091","3","10","71","0","2023","4","",65,1693,1794,1780,17590878,96132,672,771,"",3.22,1.14,1.20,1.20,1.26,0.31,0.90,1.06,"",0,0.0,34,2.0,20,1.1,47,2.7,1287372,7.9,-324157,-77.1,-2684,-80.0,43,5.9
"29091","5","10","71","0","2023","4","",1314,13413,13325,13315,145517836,14196496,131565,838,"",0.96,1.01,1.00,1.00,0.99,1.03,1.00,0.99,"",43,3.4,184,1.4,161,1.2,102,0.8,3941768,2.8,-1294652,-8.4,-9239,-6.6,13,1.6
"29093","0","10","70","0","2023","4","",648,3474,3478,3408,39979249,2944001,34431,891,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",33,5.4,-36,-1.0,61,1.8,-3,-0.1,880978,2.3,-117647,-3.8,-4326,-11.2,18,2.1
"29093","1","10","71","0","2023","4","",6,13,15,15,168202,0,0,903,"",1.80,0.20,0.23,0.23,0.17,0.00,0.00,0.76,"",0,0.0,-2,-13.3,-1,-6.2,-1,-6.2,-3120,-1.8,0,0.0,0,0.0,62,7.4
"29093","2","10","71","0","2023","4","",5,55,55,52,416993,0,0,594,"",1.28,0.52,0.51,0.50,0.33,0.00,0.00,0.64,"",0,0.0,11,25.0,20,57.1,11,26.8,81812,24.4,0,0.0,0,0.0,-51,-7.9
"29093","3","10","71","0","2023","4","",19,645,656,652,6610021,236222,1596,781,"",2.05,1.95,1.98,2.01,2.01,3.70,8.22,1.02,"",0,0.0,8,1.3,24,3.8,13,2.0,389302,6.3,-23414,-9.0,77,5.1,29,3.9
"29093","5","10","71","0","2023","4","",618,2761,2752,2689,32784033,2707779,32835,922,"",0.98,0.93,0.93,0.92,0.95,0.95,0.96,1.03,"",33,5.6,-53,-1.9,18,0.7,-26,-1.0,412984,1.3,-94233,-3.4,-4403,-11.8,18,2.0
"29095","0","10","70","0","2023","4","",26051,376678,376004,375689,6888888305,337990146,4597257,1409,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1107,4.4,5292,1.4,3982,1.1,6446,1.7,404578541,6.2,-56177517,-14.3,-468085,-9.2,64,4.8
"29095","1","10","71","0","2023","4","",90,16263,16345,16318,364848810,0,0,1721,"",0.67,2.25,2.27,2.26,2.08,0.00,0.00,0.92,"",2,2.3,298,1.9,298,1.9,303,1.9,23902158,7.0,0,0.0,0,0.0,83,5.1
"29095","2","10","71","0","2023","4","",40,6267,6322,6342,91664277,0,0,1117,"",0.25,0.54,0.55,0.55,0.42,0.00,0.00,0.77,"",0,0.0,307,5.2,358,6.0,367,6.1,10216027,12.5,0,0.0,0,0.0,67,6.4
"29095","3","10","71","0","2023","4","",421,34224,34551,34582,504866965,960783,4290,1127,"",1.13,0.96,0.96,0.97,0.89,0.13,0.17,0.93,"",-4,-0.9,861,2.6,1046,3.1,1066,3.2,40352170,8.7,-15819,-1.6,385,9.9,59,5.5
"29095","5","10","71","0","2023","4","",25500,319924,318786,318447,5927508253,337029363,4592967,1429,"",1.00,0.99,0.99,0.99,1.00,1.03,1.01,1.01,"",1109,4.5,3826,1.2,2280,0.7,4710,1.5,330108186,5.9,-56161698,-14.3,-468470,-9.3,64,4.7
"29097","0","10","70","0","2023","4","",3615,59094,59317,59594,741693319,63780320,646176,962,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",105,3.0,49,0.1,7,0.0,74,0.1,37158956,5.3,-2307341,-3.5,18983,3.0,48,5.3
"29097","1","10","71","0","2023","4","",25,269,265,262,4133524,0,0,1198,"",1.35,0.24,0.23,0.23,0.22,0.00,0.00,0.94,"",0,0.0,-4,-1.5,-12,-4.3,-12,-4.4,78797,1.9,0,0.0,0,0.0,62,5.5
"29097","2","10","71","0","2023","4","",21,1063,1069,1098,12413634,0,0,887,"",0.96,0.59,0.59,0.60,0.53,0.00,0.00,0.89,"",0,0.0,31,3.0,17,1.6,47,4.5,1290688,11.6,0,0.0,0,0.0,68,8.3
"29097","3","10","71","0","2023","4","",116,5527,5556,5559,55553512,293004,1148,770,"",2.24,0.98,0.98,0.98,0.91,0.21,0.31,0.93,"",-1,-0.9,101,1.9,124,2.3,150,2.8,2229303,4.2,-107873,-26.9,-1055,-47.9,14,1.9
"29097","5","10","71","0","2023","4","",3453,52235,52427,52675,669592649,63487316,645028,982,"",0.98,1.03,1.03,1.03,1.05,1.03,1.01,1.01,"",106,3.2,-79,-0.2,-122,-0.2,-111,-0.2,33560168,5.3,-2199468,-3.3,20038,3.2,51,5.5
"29099","0","10","70","0","2023","4","",4803,49381,49205,48871,629981406,48408233,567174,986,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",190,4.1,1136,2.4,239,0.5,101,0.2,40841454,6.9,-4085307,-7.8,-87389,-13.4,55,5.9
"29099","1","10","71","0","2023","4","",25,335,324,327,5705980,0,0,1335,"",1.01,0.35,0.34,0.35,0.36,0.00,0.00,1.02,"",-1,-3.8,10,3.1,-4,-1.2,0,0.0,324673,6.0,0,0.0,0,0.0,68,5.4
"29099","2","10","71","0","2023","4","",17,473,480,480,5218753,0,0,840,"",0.59,0.31,0.32,0.32,0.26,0.00,0.00,0.82,"",0,0.0,17,3.7,19,4.1,30,6.7,628518,13.7,0,0.0,0,0.0,65,8.4
"29099","3","10","71","0","2023","4","",165,8228,8190,8074,94049006,330579,1096,886,"",2.40,1.75,1.74,1.74,1.82,0.31,0.34,1.04,"",1,0.6,63,0.8,-573,-6.5,-512,-6.0,1072208,1.2,-47979,-12.7,-562,-33.9,45,5.4
"29099","5","10","71","0","2023","4","",4596,40345,40211,39990,525007667,48077654,566078,1005,"",0.98,0.96,0.96,0.96,0.97,1.03,1.01,1.01,"",190,4.3,1046,2.7,797,2.0,583,1.5,38816055,8.0,-4037328,-7.7,-86827,-13.3,55,5.8
"29101","0","10","70","0","2023","4","",1311,16371,16346,16127,184575586,13539733,203185,872,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",69,5.6,245,1.5,284,1.8,277,1.7,10533187,6.1,-1219664,-8.3,-5553,-2.7,36,4.3
"29101","1","10","71","0","2023","4","",33,1148,1161,1153,19940384,0,0,1329,"",4.90,3.66,3.71,3.72,4.24,0.00,0.00,1.15,"",-1,-2.9,5,0.4,11,1.0,20,1.8,1472880,8.0,0,0.0,0,0.0,85,6.8
"29101","2","10","71","0","2023","4","",10,1927,1929,1930,24394222,0,0,973,"",1.26,3.83,3.84,3.90,4.16,0.00,0.00,1.08,"",0,0.0,14,0.7,6,0.3,13,0.7,1955127,8.7,0,0.0,0,0.0,73,8.1
"29101","3","10","71","0","2023","4","",62,2857,2873,2817,34989196,192773,1018,945,"",3.30,1.84,1.84,1.84,2.31,0.66,0.89,1.26,"",0,0.0,31,1.1,87,3.1,75,2.7,2824186,8.8,-124733,-39.3,-379,-27.1,56,6.3
"29101","5","10","71","0","2023","4","",1206,10439,10383,10227,105251784,13346960,202167,782,"",0.94,0.75,0.74,0.74,0.66,1.02,1.00,0.89,"",70,6.2,195,1.9,180,1.8,169,1.7,4280994,4.2,-1094931,-7.6,-5174,-2.5,18,2.4
"29103","0","10","70","0","2023","4","",115,934,936,934,9482511,510626,6056,780,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-5.0,13,1.4,7,0.8,7,0.8,989426,11.6,-102096,-16.7,-945,-13.5,74,10.5
"29103","1","10","71","0","2023","4","",9,29,28,31,339803,0,0,891,"",15.24,1.62,1.56,1.73,1.41,0.00,0.00,0.86,"",0,0.0,-1,-3.3,0,0.0,1,3.3,1863,0.6,0,0.0,0,0.0,5,0.6
"29103","2","10","71","0","2023","4","",3,18,18,18,218683,0,0,935,"",4.33,0.63,0.63,0.63,0.73,0.00,0.00,1.16,"",0,0.0,2,12.5,0,0.0,0,0.0,32438,17.4,0,0.0,0,0.0,108,13.1
"29103","3","10","71","0","2023","4","",11,287,289,295,2122544,28176,120,562,"",6.68,3.23,3.24,3.32,2.72,2.54,3.51,0.84,"",0,0.0,6,2.1,7,2.5,19,6.9,195458,10.1,3585,14.6,-82,-40.6,32,6.0
"29103","5","10","71","0","2023","4","",92,600,601,590,6801481,482450,5936,876,"",0.82,0.75,0.75,0.74,0.83,0.98,0.99,1.12,"",-6,-6.1,6,1.0,0,0.0,-13,-2.2,759667,12.6,-105681,-18.0,-863,-12.7,101,13.0
"29105","0","10","70","0","2023","4","",892,14336,14148,14040,165997907,12322324,174638,901,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",40,4.7,125,0.9,14,0.1,-63,-0.4,8783187,5.6,-2260665,-15.5,-50727,-22.5,46,5.4
"29105","1","10","71","0","2023","4","",9,74,73,72,1092949,0,0,1152,"",1.96,0.27,0.27,0.27,0.26,0.00,0.00,0.96,"",0,0.0,1,1.4,0,0.0,-5,-6.5,-27574,-2.5,0,0.0,0,0.0,-8,-0.7
"29105","2","10","71","0","2023","4","",12,174,175,172,1993853,0,0,883,"",2.23,0.40,0.40,0.40,0.38,0.00,0.00,0.95,"",0,0.0,2,1.2,5,2.9,0,0.0,235527,13.4,0,0.0,0,0.0,94,11.9
"29105","3","10","71","0","2023","4","",45,1384,1382,1388,14570257,153941,210,809,"",3.52,1.02,1.02,1.04,1.07,0.58,0.21,1.04,"",2,4.7,33,2.4,18,1.3,27,2.0,792647,5.8,11022,7.7,193,1135.3,29,3.7
"29105","5","10","71","0","2023","4","",826,12704,12518,12408,148340848,12168383,174428,910,"",0.95,1.04,1.04,1.03,1.04,1.02,1.01,1.00,"",38,4.8,89,0.7,-9,-0.1,-85,-0.7,7782587,5.5,-2271687,-15.7,-50920,-22.6,48,5.6
"29107","0","10","70","0","2023","4","",978,8985,8929,8922,101878780,8315313,106352,876,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",43,4.6,103,1.2,170,1.9,223,2.6,8272176,8.8,-826274,-9.0,-10095,-8.7,56,6.8
"29107","1","10","71","0","2023","4","",21,108,110,111,2029230,0,0,1423,"",4.18,0.63,0.64,0.65,0.78,0.00,0.00,1.22,"",1,5.0,14,14.9,13,13.4,17,18.1,441282,27.8,0,0.0,0,0.0,137,10.7
"29107","2","10","71","0","2023","4","",18,571,574,577,5920328,0,0,793,"",3.05,2.07,2.09,2.11,1.83,0.00,0.00,0.87,"",0,0.0,47,9.0,53,10.2,54,10.3,1053713,21.7,0,0.0,0,0.0,77,10.8
"29107","3","10","71","0","2023","4","",74,1514,1528,1533,14372048,174856,447,725,"",5.28,1.77,1.79,1.81,1.72,0.97,0.75,0.96,"",0,0.0,10,0.7,28,1.9,58,3.9,1060636,8.0,-70132,-28.6,-209,-31.9,39,5.7
"29107","5","10","71","0","2023","4","",865,6792,6717,6701,79557174,8140457,105905,908,"",0.91,0.88,0.88,0.88,0.91,1.01,1.00,1.03,"",42,5.1,32,0.5,76,1.1,94,1.4,5716545,7.7,-756142,-8.5,-9886,-8.5,56,6.6
"29109","0","10","70","0","2023","4","",992,8915,8890,8914,104740107,7391039,84826,905,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",47,5.0,166,1.9,174,2.0,178,2.0,8269290,8.6,-815276,-9.9,-2473,-2.8,55,6.5
"29109","1","10","71","0","2023","4","",12,65,60,66,972581,0,0,1175,"",2.36,0.38,0.35,0.39,0.36,0.00,0.00,0.98,"",1,9.1,2,3.2,-1,-1.6,2,3.1,42338,4.6,0,0.0,0,0.0,33,2.9
"29109","2","10","71","0","2023","4","",11,357,360,362,4099111,0,0,877,"",1.84,1.30,1.32,1.32,1.23,0.00,0.00,0.94,"",0,0.0,17,5.0,14,4.0,17,4.9,814524,24.8,0,0.0,0,0.0,142,19.3
"29109","3","10","71","0","2023","4","",76,1465,1489,1486,13958154,109106,1434,725,"",5.35,1.73,1.76,1.75,1.62,0.68,3.00,0.93,"",0,0.0,36,2.5,68,4.8,74,5.2,1023047,7.9,31473,40.5,942,191.5,25,3.6
"29109","5","10","71","0","2023","4","",893,7028,6981,7000,85710261,7281933,83392,941,"",0.92,0.92,0.92,0.92,0.95,1.02,0.99,1.03,"",46,5.4,111,1.6,93,1.4,85,1.2,6389381,8.1,-846749,-10.4,-3415,-3.9,58,6.6
"29111","0","10","70","0","2023","4","",247,2439,2433,2480,27057272,2486027,19402,849,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.6,-26,-1.1,22,0.9,37,1.5,1804763,7.1,98108,4.1,571,3.0,53,6.7
"29111","1","10","71","0","2023","4","",9,43,49,49,717468,0,0,1174,"",7.09,0.92,1.05,1.03,1.04,0.00,0.00,1.04,"",0,0.0,0,0.0,9,22.5,7,16.7,98749,16.0,0,0.0,0,0.0,32,2.8
"29111","2","10","71","0","2023","4","",6,32,32,31,336697,0,0,818,"",4.03,0.43,0.43,0.41,0.39,0.00,0.00,0.93,"",0,0.0,-4,-11.1,0,0.0,-1,-3.1,33986,11.2,0,0.0,0,0.0,119,17.0
"29111","3","10","71","0","2023","4","",23,466,473,485,4119899,99962,89,668,"",6.50,2.01,2.04,2.05,1.85,1.85,0.81,0.91,"",-1,-4.2,-4,-0.9,9,1.9,20,4.3,133547,3.4,12472,14.3,-27,-23.3,10,1.5
"29111","5","10","71","0","2023","4","",209,1898,1879,1915,21883208,2386065,19313,887,"",0.87,0.91,0.90,0.90,0.94,0.99,1.00,1.04,"",5,2.5,-18,-0.9,4,0.2,11,0.6,1538481,7.6,85636,3.7,598,3.2,63,7.6
"29113","0","10","70","0","2023","4","",1199,12699,12657,12686,168907280,11615426,133132,1025,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",52,4.5,337,2.7,376,3.1,375,3.0,15995734,10.5,-58882,-0.5,3595,2.8,70,7.3
"29113","1","10","71","0","2023","4","",15,110,108,108,1968052,0,0,1393,"",2.44,0.45,0.45,0.44,0.46,0.00,0.00,1.02,"",-1,-6.2,1,0.9,-1,-0.9,-4,-3.6,134955,7.4,0,0.0,0,0.0,111,8.7
"29113","2","10","71","0","2023","4","",13,175,176,177,2017580,0,0,882,"",1.80,0.45,0.45,0.45,0.38,0.00,0.00,0.83,"",1,8.3,2,1.2,4,2.3,13,7.9,268021,15.3,0,0.0,0,0.0,89,11.2
"29113","3","10","71","0","2023","4","",46,2249,2237,2253,26849482,280694,748,919,"",2.68,1.86,1.85,1.87,1.93,1.11,1.00,1.04,"",0,0.0,111,5.2,97,4.5,119,5.6,3091657,13.0,-53565,-16.0,-469,-38.5,64,7.5
"29113","5","10","71","0","2023","4","",1125,10165,10136,10148,138072166,11334732,132384,1046,"",0.96,0.94,0.94,0.94,0.95,1.01,1.00,1.01,"",52,4.8,223,2.2,276,2.8,247,2.5,12501101,10.0,-5317,0.0,4064,3.2,70,7.2
"29115","0","10","70","0","2023","4","",407,4119,4071,4069,43338377,4078727,47721,816,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,4.4,60,1.5,16,0.4,33,0.8,1611520,3.9,-248189,-5.7,-9810,-17.1,23,2.9
"29115","1","10","71","0","2023","4","",13,54,58,59,708380,0,0,956,"",6.22,0.68,0.74,0.76,0.64,0.00,0.00,0.88,"",0,0.0,1,1.9,7,13.7,6,11.3,86030,13.8,0,0.0,0,0.0,41,4.5
"29115","2","10","71","0","2023","4","",7,81,81,79,959432,0,0,919,"",2.85,0.64,0.65,0.63,0.70,0.00,0.00,1.09,"",0,0.0,0,0.0,3,3.8,2,2.6,120111,14.3,0,0.0,0,0.0,98,11.9
"29115","3","10","71","0","2023","4","",46,760,724,717,5993213,217300,701,628,"",7.89,1.94,1.86,1.85,1.68,2.46,2.60,0.89,"",-1,-2.1,-10,-1.3,-20,-2.7,-29,-3.9,172077,3.0,10624,5.1,-228,-24.5,34,5.7
"29115","5","10","71","0","2023","4","",341,3224,3208,3214,35677352,3861427,47020,854,"",0.86,0.92,0.92,0.92,0.96,0.98,0.99,1.04,"",18,5.6,69,2.2,26,0.8,54,1.7,1233302,3.6,-258813,-6.3,-9582,-16.9,17,2.0
"29117","0","10","70","0","2023","4","",483,6235,6177,6224,68731299,5478871,54576,851,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,3.0,-279,-4.3,-70,-1.1,-100,-1.6,133882,0.2,-1326716,-19.5,-13448,-19.8,22,2.7
"29117","1","10","71","0","2023","4","",12,74,72,77,1201440,0,0,1243,"",4.84,0.62,0.61,0.64,0.69,0.00,0.00,1.10,"",1,9.1,10,15.6,8,12.5,9,13.2,146579,13.9,0,0.0,0,0.0,1,0.1
"29117","2","10","71","0","2023","4","",12,602,612,611,7414676,0,0,938,"",4.12,3.15,3.22,3.20,3.39,0.00,0.00,1.07,"",0,0.0,-9,-1.5,17,2.9,17,2.9,821571,12.5,0,0.0,0,0.0,93,11.0
"29117","3","10","71","0","2023","4","",47,765,765,785,7353315,48794,198,733,"",6.79,1.29,1.30,1.32,1.30,0.41,0.64,1.00,"",1,2.2,2,0.3,9,1.2,25,3.3,588917,8.7,-5543,-10.2,12,6.5,48,7.0
"29117","5","10","71","0","2023","4","",412,4794,4728,4751,52761868,5430077,54378,853,"",0.88,0.90,0.90,0.89,0.89,1.02,1.00,1.00,"",12,3.0,-282,-5.6,-104,-2.2,-151,-3.1,-1423185,-2.6,-1321173,-19.6,-13460,-19.8,9,1.1
"29119","0","10","70","0","2023","4","",466,6808,5915,5847,70493928,6835979,64615,876,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",20,4.5,-218,-3.1,-1159,-16.4,-1222,-17.3,-6726768,-8.7,-2060053,-23.2,-4494,-6.5,34,4.0
"29119","1","10","71","0","2023","4","",13,65,62,55,1035308,0,0,1313,"",5.43,0.50,0.55,0.49,0.58,0.00,0.00,1.13,"",0,0.0,-3,-4.4,-6,-8.8,-13,-19.1,-203855,-16.5,0,0.0,0,0.0,-89,-6.3
"29119","2","10","71","0","2023","4","",3,27,27,27,270931,0,0,772,"",1.07,0.13,0.15,0.15,0.12,0.00,0.00,0.85,"",0,0.0,3,12.5,0,0.0,-3,-10.0,29017,12.0,0,0.0,0,0.0,83,12.0
"29119","3","10","71","0","2023","4","",34,802,806,817,8085990,156729,1085,769,"",5.09,1.24,1.43,1.47,1.40,1.06,2.98,1.02,"",2,6.2,-40,-4.8,-39,-4.6,-34,-4.0,358516,4.6,-76885,-32.9,-381,-26.0,66,9.4
"29119","5","10","71","0","2023","4","",416,5914,5020,4948,61101699,6679250,63530,888,"",0.92,1.02,0.99,0.99,1.01,1.01,0.99,1.01,"",18,4.5,-178,-2.9,-1114,-18.2,-1172,-19.2,-6910446,-10.2,-1983168,-22.9,-4113,-6.1,32,3.7
"29121","0","10","70","0","2023","4","",433,4940,4913,4878,51905314,4082965,40267,813,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,5.4,69,1.4,29,0.6,57,1.2,1400942,2.8,-117636,-2.8,3327,9.0,13,1.6
"29121","1","10","71","0","2023","4","",13,60,62,65,906774,0,0,1119,"",5.85,0.63,0.66,0.69,0.69,0.00,0.00,1.04,"",-1,-7.1,-5,-7.7,1,1.6,0,0.0,32329,3.7,0,0.0,0,0.0,62,5.9
"29121","2","10","71","0","2023","4","",11,320,322,319,4885356,0,0,1173,"",4.21,2.11,2.13,2.13,2.96,0.00,0.00,1.39,"",0,0.0,-2,-0.6,-1,-0.3,2,0.6,546780,12.6,0,0.0,0,0.0,132,12.7
"29121","3","10","71","0","2023","4","",44,1044,1038,1045,10178327,20960,301,751,"",7.09,2.22,2.21,2.25,2.39,0.24,1.33,1.07,"",1,2.3,33,3.3,6,0.6,26,2.6,776805,8.3,2215,11.8,-61,-16.9,42,5.9
"29121","5","10","71","0","2023","4","",365,3516,3491,3449,35934857,4062005,39966,793,"",0.87,0.83,0.83,0.83,0.80,1.03,1.00,0.97,"",22,6.4,43,1.2,23,0.7,29,0.8,45028,0.1,-119851,-2.9,3388,9.3,-6,-0.8
"29123","0","10","70","0","2023","4","",353,3643,3585,3616,35906742,3333361,36993,764,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,5.4,-65,-1.8,-89,-2.4,-68,-1.8,-821033,-2.2,-441733,-11.7,-4837,-11.6,-2,-0.3
"29123","1","10","71","0","2023","4","",4,38,38,38,580997,0,0,1176,"",2.21,0.54,0.55,0.55,0.63,0.00,0.00,1.16,"",0,0.0,2,5.6,-1,-2.6,1,2.7,47120,8.8,0,0.0,0,0.0,76,6.9
"29123","2","10","71","0","2023","4","",7,48,48,48,509120,0,0,816,"",3.29,0.43,0.44,0.43,0.45,0.00,0.00,1.03,"",0,0.0,2,4.3,5,11.6,1,2.1,81569,19.1,0,0.0,0,0.0,91,12.6
"29123","3","10","71","0","2023","4","",18,779,778,773,7955953,68783,117,788,"",3.56,2.25,2.27,2.25,2.70,0.95,0.56,1.20,"",0,0.0,-1,-0.1,19,2.5,-11,-1.4,523521,7.0,-35893,-34.3,-543,-82.3,50,6.8
"29123","5","10","71","0","2023","4","",324,2778,2721,2757,26860672,3264578,36876,751,"",0.94,0.89,0.89,0.89,0.87,1.01,1.00,0.98,"",18,5.9,-68,-2.4,-112,-4.0,-59,-2.1,-1473243,-5.2,-405840,-11.1,-4294,-10.4,-19,-2.5
"29125","0","10","70","0","2023","4","",183,1342,1355,1366,13356141,1392069,19491,759,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,10.2,53,4.1,72,5.6,91,7.1,684202,5.4,283899,25.6,7335,60.3,-1,-0.1
"29125","1","10","71","0","2023","4","",4,12,13,13,147143,0,0,894,"",4.26,0.47,0.50,0.50,0.43,0.00,0.00,0.89,"",0,0.0,0,0.0,2,18.2,3,30.0,-2577,-1.7,0,0.0,0,0.0,-153,-14.6
"29125","2","10","71","0","2023","4","",5,24,24,24,299825,0,0,961,"",4.53,0.58,0.58,0.57,0.71,0.00,0.00,1.22,"",0,0.0,-1,-4.0,-2,-7.7,-2,-7.7,26548,9.7,0,0.0,0,0.0,142,17.3
"29125","3","10","71","0","2023","4","",17,311,316,309,2660859,49272,406,656,"",6.48,2.44,2.44,2.38,2.42,1.63,3.69,1.00,"",1,6.2,4,1.3,5,1.6,-1,-0.3,177690,7.2,-59069,-54.5,-255,-38.6,39,6.3
"29125","5","10","71","0","2023","4","",157,995,1002,1020,10248314,1342797,19085,784,"",0.88,0.87,0.87,0.87,0.89,1.00,0.99,1.03,"",16,11.3,50,5.3,67,7.2,91,9.8,482541,4.9,342968,34.3,7590,66.0,-18,-2.2
"29127","0","10","70","0","2023","4","",998,13006,13122,13139,174292361,11090217,106813,1024,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,2.5,48,0.4,-23,-0.2,65,0.5,12617167,7.8,-1753807,-13.7,-9707,-8.3,72,7.6
"29127","1","10","71","0","2023","4","",11,111,111,110,2000704,0,0,1391,"",2.15,0.45,0.44,0.44,0.45,0.00,0.00,1.02,"",-1,-8.3,1,0.9,0,0.0,-5,-4.3,118585,6.3,0,0.0,0,0.0,98,7.6
"29127","2","10","71","0","2023","4","",16,308,312,313,3962734,0,0,980,"",2.66,0.77,0.77,0.78,0.72,0.00,0.00,0.92,"",0,0.0,-1,-0.3,4,1.3,4,1.3,327875,9.0,0,0.0,0,0.0,74,8.2
